år,veckonummer,Region,Antal_fall_vecka,Kum_antal_fall,Antal_intensivvårdade_vecka,Kum_antal_intensivvårdade,Antal_avlidna_vecka,Kum_antal_avlidna,Antal_fall_100000inv_vecka,Kum_fall_100000inv
2020,33,Västmanland,41,2681,0,55,0,183,15,972
2020,34,Västmanland,36,2717,0,55,0,183,13,985
2020,35,Västmanland,21,2738,0,55,0,183,8,993
2020,36,Västmanland,32,2770,0,55,0,183,12,1004
2020,37,Västmanland,50,2820,0,55,0,183,18,1022
2020,38,Västmanland,56,2876,0,55,0,183,20,1043
2020,39,Västmanland,199,3075,0,55,0,183,72,1115
2020,40,Västmanland,123,3198,2,57,0,183,45,1159
2020,41,Västmanland,116,3314,0,57,0,183,42,1201
2020,42,Västmanland,120,3434,0,57,1,184,44,1245
2020,43,Västmanland,180,3614,2,59,1,185,65,1310
2020,44,Västmanland,468,4082,2,61,1,186,170,1480
2020,45,Västmanland,831,4913,0,61,2,188,301,1781
2020,46,Västmanland,1086,5999,4,65,4,192,394,2175
2020,47,Västmanland,1263,7262,2,67,9,201,458,2633
2020,48,Västmanland,1336,8598,1,68,13,214,484,3117
2020,49,Västmanland,1331,9929,2,70,23,237,483,3599
2020,50,Västmanland,1285,11214,6,76,13,250,466,4065
2020,51,Västmanland,1163,12377,3,79,15,265,422,4487
2020,52,Västmanland,1030,13407,3,82,16,281,373,4860
2020,53,Västmanland,867,14274,2,84,8,289,314,5175
2021,1,Västmanland,1081,15355,1,85,9,298,392,5567
2021,2,Västmanland,572,15927,1,86,4,302,207,5774
2021,3,Västmanland,540,16467,2,88,6,308,196,5970
2021,4,Västmanland,423,16890,0,88,3,311,153,6123
2021,5,Västmanland,349,17239,0,88,0,311,127,6250
2020,1,Västra Götaland,0,0,0,0,0,0,0,0
2020,2,Västra Götaland,0,0,0,0,0,0,0,0
2020,3,Västra Götaland,0,0,0,0,0,0,0,0
2020,4,Västra Götaland,0,0,0,0,0,0,0,0
2020,5,Västra Götaland,0,0,0,0,0,0,0,0
2020,6,Västra Götaland,0,0,0,0,0,0,0,0
2020,7,Västra Götaland,0,0,0,0,0,0,0,0
2020,8,Västra Götaland,0,0,0,0,0,0,0,0
2020,9,Västra Götaland,6,6,0,0,0,0,0,0
2020,10,Västra Götaland,24,30,1,1,0,0,1,2
2020,11,Västra Götaland,146,176,0,1,1,1,8,10
2020,12,Västra Götaland,78,254,13,14,2,3,5,15
2020,13,Västra Götaland,116,370,25,39,6,9,7,21
2020,14,Västra Götaland,240,610,24,63,28,37,14,35
2020,15,Västra Götaland,444,1054,41,104,43,80,26,61
2020,16,Västra Götaland,421,1475,30,134,71,151,24,85
2020,17,Västra Götaland,611,2086,50,184,65,216,35,121
2020,18,Västra Götaland,623,2709,41,225,77,293,36,157
2020,19,Västra Götaland,851,3560,37,262,102,395,49,206
2020,20,Västra Götaland,828,4388,27,289,75,470,48,254
2020,21,Västra Götaland,732,5120,20,309,75,545,42,297
2020,22,Västra Götaland,873,5993,27,336,54,599,51,347
2020,23,Västra Götaland,2140,8133,31,367,55,654,124,471
2020,24,Västra Götaland,2443,10576,16,383,50,704,142,613
2020,25,Västra Götaland,1828,12404,22,405,43,747,106,719
2020,26,Västra Götaland,1935,14339,12,417,28,775,112,831
2020,27,Västra Götaland,914,15253,9,426,15,790,53,884
2020,28,Västra Götaland,364,15617,6,432,23,813,21,905
2020,29,Västra Götaland,320,15937,2,434,20,833,19,923
2020,30,Västra Götaland,336,16273,3,437,6,839,19,943
2020,31,Västra Götaland,583,16856,3,440,3,842,34,977
2020,32,Västra Götaland,670,17526,2,442,1,843,39,1015
2020,33,Västra Götaland,580,18106,4,446,3,846,34,1049
2020,34,Västra Götaland,397,18503,2,448,5,851,23,1072
2020,35,Västra Götaland,233,18736,3,451,2,853,14,1086
2020,36,Västra Götaland,296,19032,1,452,2,855,17,1103
2020,37,Västra Götaland,300,19332,2,454,1,856,17,1120
2020,38,Västra Götaland,337,19669,2,456,2,858,20,1140
2020,39,Västra Götaland,489,20158,2,458,3,861,28,1168
2020,40,Västra Götaland,402,20560,2,460,4,865,23,1191
2020,41,Västra Götaland,537,21097,6,466,2,867,31,1222
2020,42,Västra Götaland,706,21803,4,470,1,868,41,1263
2020,43,Västra Götaland,1373,23176,4,474,5,873,80,1343
2020,44,Västra Götaland,2983,26159,13,487,11,884,173,1516
2020,45,Västra Götaland,4065,30224,24,511,24,908,236,1751
2020,46,Västra Götaland,4187,34411,16,527,31,939,243,1994
2020,47,Västra Götaland,4577,38988,25,552,44,983,265,2259
2020,48,Västra Götaland,4361,43349,24,576,64,1047,253,2512
2020,49,Västra Götaland,4468,47817,20,596,56,1103,259,2771
2020,50,Västra Götaland,6782,54599,21,617,69,1172,393,3164
2020,51,Västra Götaland,8220,62819,42,659,108,1280,476,3640
2020,52,Västra Götaland,6430,69249,42,701,127,1407,373,4012
2020,53,Västra Götaland,8196,77445,63,764,136,1543,475,4487
2021,1,Västra Götaland,6793,84238,31,795,146,1689,394,4881
2021,2,Västra Götaland,6006,90244,36,831,103,1792,348,5229
2021,3,Västra Götaland,4265,94509,30,861,92,1884,247,5476
2021,4,Västra Götaland,4160,98669,30,891,51,1935,241,5717
2021,5,Västra Götaland,4159,102828,18,909,13,1948,241,5958
2020,1,Örebro,0,0,0,0,0,0,0,0
2020,2,Örebro,0,0,0,0,0,0,0,0
2020,3,Örebro,0,0,0,0,0,0,0,0
2020,4,Örebro,0,0,0,0,0,0,0,0
2020,5,Örebro,0,0,0,0,0,0,0,0
2020,6,Örebro,0,0,0,0,0,0,0,0
2020,7,Örebro,0,0,0,0,0,0,0,0
2020,8,Örebro,0,0,0,0,0,0,0,0
2020,9,Örebro,0,0,0,0,0,0,0,0
2020,10,Örebro,4,4,0,0,0,0,1,1
2020,11,Örebro,5,9,0,0,0,0,2,3
2020,12,Örebro,33,42,1,1,0,0,11,14
2020,13,Örebro,48,90,6,7,0,0,16,30
2020,14,Örebro,84,174,9,16,7,7,28,57
2020,15,Örebro,227,401,9,25,15,22,74,132
2020,16,Örebro,224,625,13,38,17,39,73,205
2020,17,Örebro,247,872,9,47,17,56,81,286
2020,18,Örebro,238,1110,12,59,16,72,78,364
2020,19,Örebro,218,1328,6,65,21,93,72,436
2020,20,Örebro,176,1504,2,67,15,108,58,493
2020,21,Örebro,172,1676,3,70,22,130,56,550
2020,22,Örebro,119,1795,1,71,10,140,39,589
2020,23,Örebro,180,1975,2,73,5,145,59,648
2020,24,Örebro,133,2108,5,78,8,153,44,692
2020,25,Örebro,118,2226,1,79,7,160,39,730
2020,26,Örebro,88,2314,0,79,6,166,29,759
2020,27,Örebro,66,2380,2,81,3,169,22,781
2020,28,Örebro,47,2427,0,81,1,170,15,796
2020,29,Örebro,28,2455,1,82,1,171,9,805
2020,30,Örebro,22,2477,0,82,0,171,7,813
2020,31,Örebro,40,2517,0,82,0,171,13,826
2020,32,Örebro,51,2568,1,83,0,171,17,843
2020,33,Örebro,45,2613,0,83,0,171,15,857
2020,34,Örebro,32,2645,0,83,0,171,10,868
2020,35,Örebro,13,2658,0,83,0,171,4,872
2020,36,Örebro,86,2744,0,83,0,171,28,900
2020,37,Örebro,75,2819,1,84,1,172,25,925
2020,38,Örebro,85,2904,0,84,0,172,28,953
2020,39,Örebro,59,2963,0,84,0,172,19,972
2020,40,Örebro,158,3121,0,84,0,172,52,1024
2020,41,Örebro,258,3379,0,84,0,172,85,1109
2020,42,Örebro,331,3710,0,84,0,172,109,1217
2020,43,Örebro,608,4318,1,85,1,173,199,1417
2020,44,Örebro,1000,5318,2,87,2,175,328,1745
2020,45,Örebro,1225,6543,2,89,3,178,402,2147
2020,46,Örebro,1221,7764,4,93,5,183,401,2547
2020,47,Örebro,1219,8983,6,99,5,188,400,2947
2020,48,Örebro,887,9870,4,103,6,194,291,3238
2020,49,Örebro,741,10611,1,104,10,204,243,3481
2020,50,Örebro,788,11399,5,109,5,209,259,3740
2020,51,Örebro,818,12217,1,110,7,216,268,4008
2020,52,Örebro,811,13028,3,113,8,224,266,4274
2020,53,Örebro,867,13895,7,120,9,233,284,4559
2021,1,Örebro,841,14736,3,123,6,239,276,4835
2021,2,Örebro,614,15350,4,127,13,252,201,5036
2021,3,Örebro,582,15932,2,129,15,267,191,5227
2021,4,Örebro,424,16356,4,133,11,278,139,5366
2021,5,Örebro,379,16735,0,133,1,279,124,5490
2020,1,Östergötland,0,0,0,0,0,0,0,0
2020,2,Östergötland,0,0,0,0,0,0,0,0
2020,3,Östergötland,0,0,0,0,0,0,0,0
2020,4,Östergötland,0,0,0,0,0,0,0,0
2020,5,Östergötland,0,0,0,0,0,0,0,0
2020,6,Östergötland,0,0,0,0,0,0,0,0
2020,7,Östergötland,0,0,0,0,0,0,0,0
2020,8,Östergötland,0,0,0,0,0,0,0,0
2020,9,Östergötland,0,0,0,0,0,0,0,0
2020,10,Östergötland,0,0,0,0,0,0,0,0
2020,11,Östergötland,27,27,0,0,0,0,6,6
2020,12,Östergötland,124,151,8,8,4,4,27,32
2020,13,Östergötland,202,353,20,28,7,11,43,76
2020,14,Östergötland,333,686,13,41,22,33,72,147
2020,15,Östergötland,286,972,11,52,25,58,61,209
2020,16,Östergötland,201,1173,19,71,30,88,43,252
2020,17,Östergötland,186,1359,12,83,29,117,40,292
2020,18,Östergötland,133,1492,4,87,26,143,29,321
2020,19,Östergötland,130,1622,3,90,19,162,28,348
2020,20,Östergötland,130,1752,4,94,14,176,28,376
2020,21,Östergötland,155,1907,3,97,16,192,33,410
2020,22,Östergötland,65,1972,1,98,8,200,14,424
2020,23,Östergötland,287,2259,5,103,11,211,62,485
2020,24,Östergötland,279,2538,1,104,11,222,60,545
2020,25,Östergötland,312,2850,1,105,5,227,67,612
2020,26,Östergötland,315,3165,2,107,5,232,68,680
2020,27,Östergötland,184,3349,0,107,6,238,40,719
2020,28,Östergötland,60,3409,0,107,1,239,13,732
2020,29,Östergötland,51,3460,0,107,1,240,11,743
2020,30,Östergötland,26,3486,0,107,0,240,6,749
2020,31,Östergötland,43,3529,0,107,0,240,9,758
2020,32,Östergötland,88,3617,0,107,1,241,19,777
2020,33,Östergötland,81,3698,0,107,1,242,17,794
2020,34,Östergötland,66,3764,1,108,0,242,14,809
2020,35,Östergötland,28,3792,0,108,1,243,6,815
2020,36,Östergötland,62,3854,0,108,2,245,13,828
2020,37,Östergötland,71,3925,0,108,2,247,15,843
2020,38,Östergötland,54,3979,0,108,0,247,12,855
2020,39,Östergötland,81,4060,0,108,0,247,17,872
2020,40,Östergötland,142,4202,0,108,1,248,31,903
2020,41,Östergötland,130,4332,0,108,0,248,28,931
2020,42,Östergötland,364,4696,1,109,0,248,78,1009
2020,43,Östergötland,512,5208,2,111,1,249,110,1119
2020,44,Östergötland,1000,6208,5,116,10,259,215,1334
2020,45,Östergötland,1124,7332,5,121,15,274,241,1575
2020,46,Östergötland,759,8091,6,127,15,289,163,1738
2020,47,Östergötland,574,8665,8,135,8,297,123,1861
2020,48,Östergötland,594,9259,6,141,21,318,128,1989
2020,49,Östergötland,786,10045,6,147,23,341,169,2158
2020,50,Östergötland,982,11027,9,156,14,355,211,2369
2020,51,Östergötland,1076,12103,10,166,20,375,231,2600
2020,52,Östergötland,889,12992,10,176,21,396,191,2791
2020,53,Östergötland,1708,14700,8,184,26,422,367,3158
2021,1,Östergötland,1470,16170,7,191,27,449,316,3474
2021,2,Östergötland,1513,17683,9,200,24,473,325,3799
2021,3,Östergötland,1154,18837,8,208,24,497,248,4047
2021,4,Östergötland,1016,19853,5,213,21,518,218,4265
2021,5,Östergötland,848,20701,1,214,6,524,182,4447
